title,venue,published_at,first_seen_at,source_updated_at,group,category,subcategories,paper_url,arxiv_id,doi,source_repos,metadata_sources
Training-Free Text-Guided Color Editing with Multi-Modal Diffusion Transformer,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.09131,2508.09131,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
TimeMachine: Fine-Grained Facial Age Editing with Identity Preservation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.11284,2508.11284,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
The Promise of RL for Autoregressive Image Editing,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.01119,2508.01119,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Temporal-Conditional Referring Video Object Segmentation with Noise-Free Text-to-Video Diffusion Model,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.13584,2508.13584,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Talk2Image: A Multi-Agent System for Multi-Turn Image Generation and Editing,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.06916,2508.06916,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
TITAN-Guide: Taming Inference-Time AligNment for Guided Text-to-Video Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.00289,2508.00289,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
TARA: Token-Aware LoRA for Composable Personalization in Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.08812,2508.08812,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Subject or Style: Adaptive and Training-Free Mixture of LoRAs,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.02165,2508.02165,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
StorySync: Training-Free Subject Consistency in Text-to-Image Generation via Region Harmonization,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.03735,2508.03735,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Story2Board: A Training-Free Approach for Expressive Storyboard Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.09983,2508.09983,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Steering One-Step Diffusion Model with Fidelity-Rich Decoder for Fast Image Compression,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.04979,2508.04979,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Steering Guidance for Personalized Text-to-Image Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.00319,2508.00319,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
SpotEdit: Evaluating Visually-Guided Image Editing Methods,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.18159,2508.18159,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Side Effects of Erasing Concepts from Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.15124,2508.15124,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
SafeCtrl: Region-Based Safety Control for Text-to-Image Diffusion via Detect-Then-Suppress,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.11904,2508.11904,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
S^2-Guidance: Stochastic Self Guidance for Training-Free Enhancement of Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.12880,2508.12880,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
SAGA: Learning Signal-Aligned Distributions for Improved Text-to-Image Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.13866,2508.13866,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
ROSE: Remove Objects with Side Effects in Videos,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.18633,2508.18633,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
RASR: Retrieval-Augmented Super Resolution for Practical Reference-based Image Restoration,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.09449,2508.09449,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
RAGSR: Regional Attention Guided Diffusion for Image Super-Resolution,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.16158,2508.16158,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
QuantVSR: Low-Bit Post-Training Quantization for Real-World Video Super-Resolution,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.04485,2508.04485,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
PromptSafe: Gated Prompt Tuning for Safe Text-to-Image Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.01272,2508.01272,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Personalized Safety Alignment for Text-to-Image Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.01151,2508.01151,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Per-Query Visual Concept Learning,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.09045,2508.09045,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
One Model For All: Partial Diffusion for Unified Try-On and Try-Off in Any Pose,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.04559,2508.04559,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Odo: Depth-Guided Diffusion for Identity-Preserving Body Reshaping,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.13065,2508.13065,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
OMGSR: You Only Need One Mid-timestep Guidance for Real-World Image Super-Resolution,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.08227,2508.08227,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Noise Matters: Optimizing Matching Noise for Diffusion Classifiers,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.11330,2508.11330,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Noise Hypernetworks: Amortizing Test-Time Compute in Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.09968,2508.09968,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
NanoControl: A Lightweight Framework for Precise and Efficient Control in Diffusion Transformer,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.10424,2508.10424,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
NEP: Autoregressive Image Editing via Next Editing Token Prediction,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.06044,2508.06044,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
MultiRef: Controllable Image Generation with Multiple Visual References,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.06905,2508.06905,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
MuGa-VTON: Multi-Garment Virtual Try-On via Diffusion Transformers with Prompt Customization,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.08488,2508.08488,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
MoCA: Identity-Preserving Text-to-Video Generation via Mixture of Cross Attention,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.03034,2508.03034,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Mixture of Contexts for Long Video Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.21058,2508.21058,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
MixCache: Mixture-of-Cache for Video Diffusion Transformer Acceleration,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.12691,2508.12691,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
MangaDiT: Reference-Guided Line Art Colorization with Hierarchical Attention in Diffusion Transformers,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.09709,2508.09709,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
MUSE: Multi-Subject Unified Synthesis via Explicit Layout Semantic Expansion,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.14440,2508.14440,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
MILD: Multi-Layer Diffusion Strategy for Complex and Precise Multi-IP Aware Human Erasing,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.06543,2508.06543,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Lay2Story: Extending Diffusion Transformers for Layout-Togglable Story Generation,ICCV 2025,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.08949,2508.08949,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
LaVieID: Local Autoregressive Diffusion Transformers for Identity-Preserving Video Creation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.07603,2508.07603,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
LORE: Latent Optimization for Precise Semantic Control in Rectified Flow-based Image Editing,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.03144,2508.03144,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
LAMIC: Layout-Aware Multi-Image Composition via Scalability of Multimodal Diffusion Transformer,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.00477,2508.00477,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
JCo-MVTON: Jointly Controllable Multi-Modal Diffusion Transformer for Mask-Free Virtual Try-on,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.17614,2508.17614,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
InstantEdit: Text-Guided Few-Step Image Editing with Piecewise Rectified Flow,ICCV 2025,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.06033,2508.06033,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
HiCache: Training-free Acceleration of Diffusion Models via Hermite Polynomial-based Feature Caching,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.16984,2508.16984,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
GS: Generative Segmentation via Label Diffusion,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.20020,2508.20020,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Forecasting When to Forecast: Accelerating Diffusion Models with Confidence-Gated Taylor,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.02240,2508.02240,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Forecast then Calibrate: Feature Caching as ODE for Efficient Diffusion Transformers,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.16211,2508.16211,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Follow-Your-Shape: Shape-Aware Image Editing via Trajectory-Guided Region Control,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.08134,2508.08134,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Fewer Denoising Steps or Cheaper Per-Step Inference: Towards Compute-Optimal Diffusion Model Deployment,ICCV 2025,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.06160,2508.06160,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
FastFit: Accelerating Multi-Reference Virtual Try-On via Cacheable Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.20586,2508.20586,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Exploring Palette based Color Guidance in Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.08754,2508.08754,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Exploring Multimodal Diffusion Transformers for Enhanced Prompt-based Image Editing,ICCV 2025,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.07519,2508.07519,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Enhancing Reference-based Sketch Colorization via Separating Reference Representations,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.17620,2508.17620,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Dual Recursive Feedback on Generation and Appearance Latents for Pose-Robust Text-to-Image Diffusion,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.09575,2508.09575,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Dress&Dance: Dress up and Dance as You Like It - Technical Preview,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.21070,2508.21070,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
DreamPainter: Image Background Inpainting for E-commerce Scenarios,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.02155,2508.02155,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Diffusion Once and Done: Degradation-Aware LoRA for Efficient All-in-One Image Restoration,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.03373,2508.03373,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Diffusion Models with Adaptive Negative Sampling Without External Resources,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.02973,2508.02973,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
DiCache: Let Diffusion Model Determine Its Own Cache,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.17356,2508.17356,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Devil is in the Detail: Towards Injecting Fine Details of Image Prompt in Image Generation via Conflict-free Guidance and Stratified Attention,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing | CVPR 2025 Proceedings,https://arxiv.org/abs/2508.02004,2508.02004,,wangkai930418/awesome-diffusion-categorized | 52CV/CVPR-2025-Papers,source README | arXiv identifier
"Describe, Don't Dictate: Semantic Image Editing with Natural Language Intent",ICCV 2025,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.20505,2508.20505,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
CountLoop: Training-Free High-Instance Image Generation via Iterative Agent Guidance,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.16644,2508.16644,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
CountCluster: Training-Free Object Quantity Guidance with Cross-Attention Map Clustering for Text-to-Image Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.10710,2508.10710,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Correspondence as Video: Test-Time Adaption on SAM2 for Reference Segmentation in the Wild,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.07759,2508.07759,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Conditional Latent Diffusion Models for Zero-Shot Instance Segmentation,ICCV 2025,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.04122,2508.04122,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Condition Weaving Meets Expert Modulation: Towards Universal and Controllable Image Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.17364,2508.17364,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Comparison Reveals Commonality: Customized Image Generation through Contrastive Inversion,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.07755,2508.07755,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Compact Attention: Exploiting Structured Spatio-Temporal Sparsity for Fast Video Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.12969,2508.12969,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
CineTrans: Learning to Generate Videos with Cinematic Transitions via Masked Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.11484,2508.11484,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
CannyEdit: Selective Canny Control and Dual-Prompt Guidance for Training-Free Image Editing,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.06937,2508.06937,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
CTA-Flux: Integrating Chinese Cultural Semantics into High-Quality English Text-to-Image Communities,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.14405,2508.14405,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
CEIDM: A Controlled Entity and Interaction Diffusion Model for Enhanced Text-to-Image Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.17760,2508.17760,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Beyond Isolated Words: Diffusion Brush for Handwritten Text-Line Generation,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.03256,2508.03256,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
AttriCtrl: Fine-Grained Control of Aesthetic Attribute Intensity in Diffusion Models,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.02151,2508.02151,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
AnchorSync: Global Consistency Optimization for Long Video Editing,arXiv,2025-08,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://arxiv.org/abs/2508.14609,2508.14609,,wangkai930418/awesome-diffusion-categorized,source README | arXiv identifier
Representing Speech Through Autoregressive Prediction of Cochlear Tokens,arXiv,2025-08,2026-08-29,2025-11-02,Core Technology,Audio & Speech,Audio Foundation Models,http://arxiv.org/abs/2508.11598v1,2508.11598,,metame-ai/awesome-audio-plaza,source README | arXiv identifier
CX-Mind: A Pioneering Multimodal Large Language Model for Interleaved Reasoning in Chest X-ray via Curriculum-Guided Reinforcement Learning,www,2025-07-31,2026-08-31,2026-08-30,Cross-disciplinary Applications,Medicine & Healthcare,Radiology Report Generation,https://www.sciencedirect.com/science/article/abs/pii/S1566253526002484,2508.03733,,mk-runner/Awesome-Radiology-Report-Generation,source README | Semantic Scholar
villa-X: Enhancing Latent Action Modeling in Vision-Language-Action Models,arXiv,2025-07-31,2026-09-01,2026-08-07,Core Technology,Robotics & Embodied AI,VLA / VLN,https://arxiv.org/pdf/2507.23682,2507.23682,,jonyzhang2023/awesome-embodied-vla-va-vln,source README | Semantic Scholar
H-RDT: Human Manipulation Enhanced Bimanual Robotic Manipulation,arXiv,2025-07-31,2026-09-01,2026-08-07,Core Technology,Robotics & Embodied AI,VLA / VLN,https://arxiv.org/pdf/2507.23523v1,2507.23523,,jonyzhang2023/awesome-embodied-vla-va-vln,source README | Semantic Scholar
GenCAD-3D: CAD Program Generation using Multimodal Latent Space Alignment and Synthetic Dataset Balancing,arXiv,2025-07-30,2026-08-31,2026-08-31,Cross-disciplinary Applications,Engineering & Manufacturing,AI for CAD,https://arxiv.org/abs/2509.15246,2509.15246,,gudo7208/awesome-ai4cad,source README | Semantic Scholar
CRISPR-GPT for agentic automation of gene-editing experiments,Nature,2025-07-30,2026-08-29,2026-08-19,Cross-disciplinary Applications,Medicine & Healthcare,Medical Agents | Scientific Agents,https://doi.org/10.1038/s41551-025-01463-z,2404.18021,10.1038/s41551-025-01463-z,AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | zoedsy/awesome-science-agents,source README | Crossref | Semantic Scholar
DepR: Depth Guided Single-View Scene Reconstruction with Instance-Level Diffusion,ICCV,2025-07-30,2026-09-01,2026-07-03,Core Technology,3D & Spatial,Spatial Intelligence,https://arxiv.org/abs/2507.22825,2507.22825,,Yimi81/awesome-spatial-reasoning-scene-generation,source README | Semantic Scholar
GeneAgent: self-verification language agent for gene-set analysis using domain databases,Nature,2025-07-28,2026-08-29,2026-08-19,Cross-disciplinary Applications,Medicine & Healthcare,Medical Agents,https://doi.org/10.1038/s41592-025-02748-6,,10.1038/s41592-025-02748-6,AgenticHealthAI/Awesome-AI-Agents-for-Healthcare,source README | Crossref
Flow Matching Policy Gradients,arXiv,2025-07-28,2026-09-01,2026-08-07,Core Technology,Robotics & Embodied AI,VLA / VLN,https://arxiv.org/pdf/2507.21053,2507.21053,,jonyzhang2023/awesome-embodied-vla-va-vln,source README | Semantic Scholar
GenoMAS: A Multi-Agent Framework for Scientific Discovery via Code-Driven Gene Expression Analysis,arXiv,2025-07-28,2026-09-01,2026-08-03,Cross-disciplinary Applications,Science & Discovery,Scientific Agents,https://arxiv.org/abs/2507.21035,2507.21035,,zoedsy/awesome-science-agents,source README | Semantic Scholar
Assessing the adherence of large language models to clinical practice guidelines in Chinese medicine: a content analysis,Venue not specified,2025-07-25,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Traditional Chinese Medical LLM,https://doi.org/10.3389/fphar.2025.1649041,,10.3389/fphar.2025.1649041,tyang816/Awesome-TCM-LLM,source README | Crossref
Integrating LLM in Agent-Based Social Simulation: Opportunities and Challenges,arXiv,2025-07-25,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://arxiv.org/abs/2507.19364,2507.19364,,linfei-mise/Awesome-AI-x-SS,source README | Semantic Scholar
TCM-Tongue: A Standardized Tongue Image Dataset with Pathological Annotations for AI-Assisted TCM Diagnosis,arXiv,2025-07-24,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Traditional Chinese Medical LLM,https://arxiv.org/abs/2507.18288,2507.18288,,tyang816/Awesome-TCM-LLM,source README | Semantic Scholar
A Weighted Voting Approach for Traditional Chinese Medicine Formula Classification Using Large Language Models: Algorithm Development and Validation Study,Venue not specified,2025-07-24,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Traditional Chinese Medical LLM,https://doi.org/10.2196/69286,,10.2196/69286,tyang816/Awesome-TCM-LLM,source README | Crossref
Group Sequence Policy Optimization,www,2025-07-24,2026-08-29,2026-08-22,Core Technology,Vision-Language,General VLM,https://www.arxiv.org/abs/2507.18071,2507.18071,,zli12321/Vision-Language-Models-Overview,source README | Semantic Scholar
The Best is Yet to Come: Graph Convolution in the Testing Phase for Multimodal Recommendation,www,2025-07-24,2026-08-29,2026-08-07,Cross-disciplinary Applications,Business & Finance,Recommender Systems,https://www.arxiv.org/pdf/2507.18489,2507.18489,,Jinfeng-Xu/Awesome-Multimodal-Recommender-Systems,source README | Semantic Scholar
OpenNav: Open-World Navigation with Multimodal Large Language Models,arXiv,2025-07-24,2026-09-01,2026-08-07,Core Technology,Robotics & Embodied AI,VLA / VLN,https://arxiv.org/pdf/2507.18033,2507.18033,,jonyzhang2023/awesome-embodied-vla-va-vln,source README | Semantic Scholar
Adversarial Distribution Matching for Diffusion Distillation Towards Efficient Image and Video Synthesis,ICCV 2025,2025-07-24,2026-08-29,2026-07-20,Core Technology,Image Generation,Diffusion / T2I / Editing | Post-training & Alignment,https://arxiv.org/abs/2507.18569,2507.18569,,wangkai930418/awesome-diffusion-categorized | people-robots/Awesome-Video-Generation-Post-Training,source README | Semantic Scholar
Multimodal reasoning agent for enhanced ophthalmic decision-making: a preliminary real-world clinical validation,Cell,2025-07-23,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://doi.org/10.3389/fcell.2025.1642539,,10.3389/fcell.2025.1642539,Nanboy-Ronan/awesome-medical-imaging-agents,source README | Crossref
